,epoch,x,y
929,4,129,61
930,4,130,82
931,4,131,76
932,4,132,67
933,4,133,70
934,4,134,75
935,4,135,88
936,4,136,71
937,4,137,80
938,4,138,80
939,4,139,80
940,4,140,84
941,4,141,90
942,4,142,70
943,4,143,84
944,4,144,84
945,4,145,79
946,4,146,80
947,4,147,90
948,4,148,83
949,4,149,84
950,4,150,97
951,4,151,72
952,4,152,89
953,4,153,29
954,4,154,99
955,4,155,82
956,4,156,90
957,4,157,84
958,4,158,79
959,4,159,90
960,4,160,89
961,4,161,100
962,4,162,100
963,4,163,83
964,4,164,91
965,4,165,98
966,4,166,88
967,4,167,89
968,4,168,102
969,4,169,103
970,4,170,90
971,4,171,98
972,4,172,99
973,4,173,105
974,4,174,98
975,4,175,92
976,4,176,117
977,4,177,93
978,4,178,89
979,4,179,101
980,4,180,95
981,4,181,101
982,4,182,86
983,4,183,115
984,4,184,94
985,4,185,97
986,4,186,104
987,4,187,115
988,4,188,112
989,4,189,116
990,4,190,107
991,4,191,105
992,4,192,116
993,4,193,106
994,4,194,111
995,4,195,92
996,4,196,111
997,4,197,99
998,4,198,116
999,4,199,108
